REGION,COUNCIL,WARD,SCHOOL NAME,ENROLMENT,ALL TEACHERS,PTR
GEITA,Bukombe,Uyovu,KANEMBWA,1104,21,53
GEITA,Bukombe,Uyovu,KAPWANI,1139,20,57
GEITA,Bukombe,Uyovu,UYOVU,1540,21,73
GEITA,Bukombe,Uyovu,BUGANZU,740,9,82
GEITA,Bukombe,Runzewe Magharibi,MSANGILA,1100,7,157
GEITA,Bukombe,Runzewe Magharibi,MUSASA,797,13,61
GEITA,Bukombe,Runzewe Mashariki,BULUMBAGA,652,7,93
GEITA,Bukombe,Runzewe Mashariki,IKUZI,690,10,69
GEITA,Bukombe,Runzewe Mashariki,KASOZI,1434,16,90
GEITA,Bukombe,Runzewe Mashariki,MSONGA,1379,15,92
GEITA,Bukombe,Runzewe Mashariki,NAMPANGWE,558,8,70
GEITA,Bukombe,Igulwa,AMANI,740,16,46
GEITA,Bukombe,Igulwa,BUNTUBILI,863,18,48
GEITA,Bukombe,Igulwa,BUTAMBALA,705,20,35
GEITA,Bukombe,Igulwa,JITEGEMEE,836,15,56
GEITA,Bukombe,Igulwa,KAPELA,789,18,44
GEITA,Bukombe,Katente,BOMANI,695,21,33
GEITA,Bukombe,Katente,BWENDA,439,13,34
GEITA,Bukombe,Katente,IGULWA,707,22,32
GEITA,Bukombe,Katente,KATENTE,920,21,44
GEITA,Bukombe,Katente,MWENGE,929,23,40
GEITA,Bukombe,Katente,UMOJA,854,23,37
GEITA,Bukombe,Bulangwa,BULANGWA,623,11,57
GEITA,Bukombe,Bulangwa,USHIROMBO,1604,31,52
GEITA,Bukombe,Bulangwa,AZIMIO,1486,28,53
GEITA,Bukombe,Ushirombo,BUSINDA,578,14,41
GEITA,Bukombe,Ushirombo,IHULIKE,337,10,34
GEITA,Bukombe,Ushirombo,KIZIBA,236,8,30
GEITA,Bukombe,Ushirombo,MWALO,217,10,22
GEITA,Bukombe,Butinzya,BUTINZYA,738,11,67
GEITA,Bukombe,Butinzya,ISEMABUNA,495,9,55
GEITA,Bukombe,Butinzya,MUBULA,264,4,66
GEITA,Bukombe,Butinzya,NGITA,425,8,53
GEITA,Bukombe,Butinzya,SILAMILA,534,14,38
GEITA,Bukombe,Katome,BUGAMA,450,9,50
GEITA,Bukombe,Katome,KATOME,638,8,80
GEITA,Bukombe,Katome,MIYENZE,434,8,54
GEITA,Bukombe,Bulega,BULEGA,940,14,67
GEITA,Bukombe,Bulega,IBAMBILO,456,8,57
GEITA,Bukombe,Bulega,IGWAMANONI,615,8,77
GEITA,Bukombe,Bulega,KAKOYOYO,691,6,115
GEITA,Bukombe,Bulega,NYIKONGA,908,13,70
GEITA,Bukombe,Ng'anzo,KAZIBIZYO,683,8,85
GEITA,Bukombe,Ng'anzo,MTAKUJA,537,6,90
GEITA,Bukombe,Ng'anzo,MTINGA,454,11,41
GEITA,Bukombe,Ng'anzo,NG'ANZO,780,13,60
GEITA,Bukombe,Ng'anzo,SEGWE,303,3,101
GEITA,Chato,Makurugusi,KAMANGA,521,15,35
GEITA,Chato,Makurugusi,KASALA -A,471,11,43
GEITA,Chato,Makurugusi,KASALA -B,386,15,26
GEITA,Chato,Makurugusi,KIBUMBA-A,1153,18,64
GEITA,Chato,Makurugusi,KIBUMBA-B,1081,17,64
GEITA,Chato,Makurugusi,MABILA-A,467,11,42
GEITA,Chato,Makurugusi,MABILA-B,448,10,45
GEITA,Chato,Makurugusi,MAKURUGUSI,1443,36,40
GEITA,Chato,Makurugusi,MUSASA,629,16,39
GEITA,Chato,Buseresere,BUYOGA - A,285,10,29
GEITA,Chato,Buseresere,BUYOGA - B,284,7,41
GEITA,Chato,Buseresere,IMWELU,806,14,58
GEITA,Chato,Buseresere,MAPINDUZI - A,1155,17,68
GEITA,Chato,Buseresere,MAPINDUZI - B,1129,18,63
GEITA,Chato,Buseresere,MAWENI,1406,27,52
GEITA,Chato,Buseresere,MIEMBENI,1610,32,50
GEITA,Chato,Buseresere,MURANDA- A,421,11,38
GEITA,Chato,Buseresere,MURANDA- B,410,12,34
GEITA,Chato,Buseresere,MWABAGALU,426,10,43
GEITA,Chato,Iparamasa,ILELEMA,761,15,51
GEITA,Chato,Iparamasa,IPARAMASA - B,713,12,59
GEITA,Chato,Iparamasa,IPARAMASA -A,667,17,39
GEITA,Chato,Iparamasa,KINSABE,1193,20,60
GEITA,Chato,Iparamasa,LUDEBA,587,21,28
GEITA,Chato,Iparamasa,MNEKEZI,893,19,47
GEITA,Chato,Iparamasa,MWABASABI,785,17,46
GEITA,Chato,Iparamasa,TUMAINI,605,15,40
GEITA,Chato,Butengo rumasa,BUSERESERE -A,650,17,38
GEITA,Chato,Butengo rumasa,BUSERESERE -B,678,16,42
GEITA,Chato,Butengo rumasa,BUTENGO,730,14,52
GEITA,Chato,Butengo rumasa,MUTUNDU,569,18,32
GEITA,Chato,Butengo rumasa,MWENDAKULIMA - A,460,9,51
GEITA,Chato,Butengo rumasa,MWENDAKULIMA -B,426,10,43
GEITA,Chato,Buziku,BUZIKU A,559,14,40
GEITA,Chato,Buziku,BUZIKU B,571,13,44
GEITA,Chato,Buziku,IHANGA A,230,7,33
GEITA,Chato,Buziku,IHANGA B,235,7,34
GEITA,Chato,Buziku,MAJENGO,989,22,45
GEITA,Chato,Buziku,MTAKUJA,466,11,42
GEITA,Chato,Buziku,NYAMPALAHALA,397,11,36
GEITA,Chato,Buziku,NYARUTEFYE,478,11,43
GEITA,Chato,Nyarutembo,KAKENENO,574,12,48
GEITA,Chato,Nyarutembo,KANYINDO,640,14,46
GEITA,Chato,Nyarutembo,NYANTIMBA,1178,29,41
GEITA,Chato,Nyarutembo,NYARUTEMBO,1176,18,65
GEITA,Chato,Bwera,IGANDO A,378,7,54
GEITA,Chato,Bwera,BUSAKA A,634,28,23
GEITA,Chato,Bwera,BWERA A,291,7,42
GEITA,Chato,Bwera,BWERA B,294,6,49
GEITA,Chato,Bwera,BUSAKA B,599,18,33
GEITA,Chato,Bwera,IGANDO B,351,8,44
GEITA,Chato,Bwanga,BUKIRIGURU,658,14,47
GEITA,Chato,Bwanga,BWANGA B,1638,35,47
GEITA,Chato,Bwanga,ITANGA,661,10,66
GEITA,Chato,Bwanga,KALEMBELA,1164,20,58
GEITA,Chato,Bwanga,BWANGA A,1748,32,55
GEITA,Chato,Bwanga,MINKOTO B,614,12,51
GEITA,Chato,Bwanga,MINKOTO A,654,13,50
GEITA,Chato,Bwanga,NYARUTUTU,2139,14,153
GEITA,Chato,Ichwankima,BUSALALA,878,14,63
GEITA,Chato,Ichwankima,ICHWANKIMA,498,8,62
GEITA,Chato,Ichwankima,IMALABUPINA,388,9,43
GEITA,Chato,kachwamba,IPANDIKOLO,309,8,39
GEITA,Chato,kachwamba,KACHWAMBA A,964,20,48
GEITA,Chato,kachwamba,KACHWAMBA B,233,7,33
GEITA,Chato,Kasenga,IGALULA,768,16,48
GEITA,Chato,Kasenga,KASENGA A,748,11,68
GEITA,Chato,Kasenga,KASENGA B,769,11,70
GEITA,Chato,Kasenga,MAGIRI,523,11,48
GEITA,Chato,Kasenga,MWANGAZA,408,9,45
GEITA,Chato,Kasenga,MWEKAKO,501,10,50
GEITA,Chato,Ilemela,BUPANDWASHIMBA,282,11,26
GEITA,Chato,Ilemela,ILEMELA,418,12,35
GEITA,Chato,Ilemela,KANYAMA,429,11,39
GEITA,Chato,Ilemela,NYAMBOGO,508,10,51
GEITA,Chato,Ilemela,NYANG'HOMANGO,399,10,40
GEITA,Chato,Nyamirembe,NYAKAKARANGO,402,9,45
GEITA,Chato,Nyamirembe,NYAMIREMBE A,849,17,50
GEITA,Chato,Nyamirembe,NYAMIREMBE B,426,9,47
GEITA,Chato,Nyamirembe,KALEBEZO,835,18,46
GEITA,Chato,Nyamirembe,NYAMBITI,937,14,67
GEITA,Chato,Kigongo,BUKAMILA A,495,7,71
GEITA,Chato,Kigongo,BUKAMILA B,473,8,59
GEITA,Chato,Kigongo,BUTARAMA,809,17,48
GEITA,Chato,Kigongo,KAKANSHE A,702,17,41
GEITA,Chato,Kigongo,KAKANSHE B,630,17,37
GEITA,Chato,Kigongo,KIBEHE A,770,19,41
GEITA,Chato,Kigongo,KIBEHE B,676,16,42
GEITA,Chato,Kigongo,NYISANZI A,792,14,57
GEITA,Chato,Kigongo,NYISANZI B,725,10,73
GEITA,Chato,Muganza,KATEMWA -A,2034,35,58
GEITA,Chato,Muganza,KATEMWA -B,1847,25,74
GEITA,Chato,Muganza,NYABUGERA -A,778,17,46
GEITA,Chato,Muganza,NYABUGERA -B,707,21,34
GEITA,Chato,Muganza,RUTUNGURU - B,540,10,54
GEITA,Chato,Muganza,RUTUNGURU -A,541,19,28
GEITA,Chato,Bwongera,BUPANDWAMPULI,606,13,47
GEITA,Chato,Bwongera,BWONGERA,909,21,43
GEITA,Chato,Bwongera,JAHAZI,447,12,37
GEITA,Chato,Bwongera,KATETE -A,384,7,55
GEITA,Chato,Bwongera,KATETE -B,581,8,73
GEITA,Chato,Bukome,BUKOME,370,11,34
GEITA,Chato,Bukome,BUZIRAYOMBO,995,23,43
GEITA,Chato,Bukome,KATALE,362,9,40
GEITA,Chato,Bukome,MKUNGO,789,16,49
GEITA,Chato,Bukome,NYABILEZI,576,12,48
GEITA,Chato,Bukome,NYAKATO -B,488,13,38
GEITA,Chato,Bukome,NYAKATO -A,457,14,33
GEITA,Chato,Katende,CHABULONGO,324,10,32
GEITA,Chato,Katende,KATENDE A,378,8,47
GEITA,Chato,Katende,KATENDE B,394,7,56
GEITA,Chato,Ilyamchele,ILYA MCHELE A,902,12,75
GEITA,Chato,Ilyamchele,KAWIMYOLE,362,7,52
GEITA,Chato,Ilyamchele,KISESA,390,12,33
GEITA,Chato,Chato,CHATO- A,1160,30,39
GEITA,Chato,Chato,CHATO -B,1083,25,43
GEITA,Chato,Chato,KALEMA,1219,23,53
GEITA,Chato,Chato,KITELA,1132,32,35
GEITA,Chato,Bwina,BWINA- A,215,7,31
GEITA,Chato,Bwina,BWINA -B,213,7,30
GEITA,Chato,Bwina,MBUYE -A,397,14,28
GEITA,Chato,Bwina,MBUYE -B,413,12,34
GEITA,Chato,Bwina,MURUMBA,623,17,37
GEITA,Chato,Muungano,ITALE -A,312,8,39
GEITA,Chato,Muungano,ITALE -B,398,7,57
GEITA,Chato,Muungano,MAGUFURI,667,20,33
GEITA,Chato,Muungano,MUUNGANO,1007,29,35
GEITA,Chato,Muungano,RUBAMBANGWE,566,18,31
GEITA,Geita,Bukoli,BUGOGO,1648,53,31
GEITA,Geita,Bukoli,IHEGA,819,18,46
GEITA,Geita,Bukoli,IKINA,702,18,39
GEITA,Geita,Bukoli,NTONO,1116,36,31
GEITA,Geita,Butobela,BUTOBELA,556,12,46
GEITA,Geita,Butobela,NYAKAGWE,891,17,52
GEITA,Geita,Butobela,NYASEKI,609,13,47
GEITA,Geita,Butobela,SHAHENDE,424,8,53
GEITA,Geita,Busanda,BUSANDA,523,14,37
GEITA,Geita,Busanda,LUBANDA,882,15,59
GEITA,Geita,Busanda,LWAKAKOMBE,1014,17,60
GEITA,Geita,Busanda,MSASA,1140,20,57
GEITA,Geita,Busanda,NYAMTUNDU,465,13,36
GEITA,Geita,Busanda,NYANTIKA,403,14,29
GEITA,Geita,Kamena,IMALAMPAKA,556,10,56
GEITA,Geita,Kamena,KAMENA,1080,23,47
GEITA,Geita,Kamena,NDELEMA,738,15,49
GEITA,Geita,Kamena,NYASHIHIMA,505,10,51
GEITA,Geita,Nyalwanzaja,BUSHISHI,466,13,36
GEITA,Geita,Nyalwanzaja,NYABULOLO,678,14,48
GEITA,Geita,Nyalwanzaja,NYALWANZAJA,1080,19,57
GEITA,Geita,Nyakamwaga,BUFUNDA,824,17,48
GEITA,Geita,Nyakamwaga,BUYAGU,1321,33,40
GEITA,Geita,Nyakamwaga,KASHISHI,945,16,59
GEITA,Geita,Nyakamwaga,KASUNGAMILE,306,12,26
GEITA,Geita,Nyakamwaga,NYAKAMWAGA,872,14,62
GEITA,Geita,Nyamalimbe,BUKAYAGA,553,7,79
GEITA,Geita,Nyamalimbe,BUZANAKI,820,18,46
GEITA,Geita,Nyamalimbe,ISHIMBA,305,10,31
GEITA,Geita,Nyamalimbe,LWAMWIZO,691,13,53
GEITA,Geita,Nyamalimbe,NYAMALIMBE,833,23,36
GEITA,Geita,Nyamalimbe,NYAMIGOGO,736,15,49
GEITA,Geita,Nyamalimbe,NYANG'HANGA,401,16,25
GEITA,Geita,Bujula,NGULA,449,13,35
GEITA,Geita,Bujula,NYAMAZONDOLIMA,792,21,38
GEITA,Geita,Bujula,NYAMIBOGA,483,14,35
GEITA,Geita,Nyarugusu,AMANI,437,14,31
GEITA,Geita,Nyarugusu,ILILIKA,1039,17,61
GEITA,Geita,Nyarugusu,KANYALU,921,21,44
GEITA,Geita,Nyarugusu,NYARUGUSU,1094,29,38
GEITA,Geita,Nyarugusu,TOROGO,605,13,47
GEITA,Geita,Nyarugusu,ZAHANATI,2162,67,32
GEITA,Geita,Nyarugusu,ZIWANI,1099,27,41
GEITA,Geita,Nyaruyeye,IKANDILO,336,11,31
GEITA,Geita,Nyaruyeye,LWINA,389,13,30
GEITA,Geita,Nyaruyeye,NYARUYEYE,1035,17,61
GEITA,Geita,Nyaruyeye,WIGO,781,13,60
GEITA,Geita,Bukondo,BUKONDO,533,16,33
GEITA,Geita,Bukondo,CHANKORONGO,605,9,67
GEITA,Geita,Bukondo,KITIGIRI,362,8,45
GEITA,Geita,Bukondo,LULAMA,324,9,36
GEITA,Geita,Bukondo,MAPINDUZI,950,17,56
GEITA,Geita,Bukondo,BUSAKA,571,10,57
GEITA,Geita,Chigunga,CHIGUNGA,1066,21,51
GEITA,Geita,Chigunga,KABUGOZO,678,13,52
GEITA,Geita,Chigunga,NYAKAFUL0,456,12,38
GEITA,Geita,Nyamwilolelwa,NUNGWE,829,18,46
GEITA,Geita,Nyamwilolelwa,NYAMWILOLELWA,868,22,39
GEITA,Geita,Nyamwilolelwa,SANZA,1434,31,46
GEITA,Geita,Nyamwilolelwa,SARAGULWA,1417,58,24
GEITA,Geita,Kaseme,KASEME,1044,20,52
GEITA,Geita,Kaseme,KASESA,878,22,40
GEITA,Geita,Kaseme,KATANGALO,544,17,32
GEITA,Geita,Kaseme,MNEKEZI,635,19,33
GEITA,Geita,Kaseme,NYAMISEBEI,450,17,26
GEITA,Geita,Kaseme,TEMBO,567,28,20
GEITA,Geita,Magenge,IGANDO,326,12,27
GEITA,Geita,Magenge,MAGENGE,719,13,55
GEITA,Geita,Magenge,MUUNGANO,1168,21,56
GEITA,Geita,Magenge,NYAMALULU,609,11,55
GEITA,Geita,Nyachiluluma,CHEMAMBA,371,16,23
GEITA,Geita,Nyachiluluma,CHIKOBE,590,15,39
GEITA,Geita,Nyachiluluma,KAGEYE,525,14,38
GEITA,Geita,Nyachiluluma,NYACHILULUMA,479,10,48
GEITA,Geita,Nyachiluluma,NYAKASENYA,985,14,70
GEITA,Geita,Butundwe,LUKUMBO,416,8,52
GEITA,Geita,Butundwe,NYANDAGO,482,10,48
GEITA,Geita,Butundwe,BUTUNDWE,946,17,56
GEITA,Geita,Nyakagomba,ISIMA,1418,40,35
GEITA,Geita,Nyakagomba,KIZIBA,556,12,46
GEITA,Geita,Nyakagomba,LUHUHA,697,13,54
GEITA,Geita,Nyakagomba,MWENEGEZA,623,14,45
GEITA,Geita,Nyakagomba,NYAKAGOMBA,1306,27,48
GEITA,Geita,Kamhanga,ISAMILO,480,12,40
GEITA,Geita,Kamhanga,KAMHANGA,988,21,47
GEITA,Geita,Kamhanga,KISHINDA,955,21,45
GEITA,Geita,Kamhanga,MKOLANI,751,16,47
GEITA,Geita,Bugalama,BUGALAMA,1417,28,51
GEITA,Geita,Bugalama,KIFUFU,687,15,46
GEITA,Geita,Bugalama,LWENGE,780,14,56
GEITA,Geita,Bugalama,NG'WAGULULI,704,14,50
GEITA,Geita,Lubanga,LUBANGA,956,24,40
GEITA,Geita,Lubanga,MWAMITILWA,620,14,44
GEITA,Geita,Lubanga,NG'WABAGALU,694,14,50
GEITA,Geita,Lubanga,NYANKONGOCHORO,723,14,52
GEITA,Geita,Isulwabutundwe,IBISABAGENI,773,15,52
GEITA,Geita,Isulwabutundwe,IGAKA,459,14,33
GEITA,Geita,Isulwabutundwe,ISULWABUTUNDWE,741,16,46
GEITA,Geita,Isulwabutundwe,MLIMANI,312,13,24
GEITA,Geita,Isulwabutundwe,NYAKADUHA,512,16,32
GEITA,Geita,Bugulula,BUGULULA,1506,33,46
GEITA,Geita,Bugulula,ISABILO,625,11,57
GEITA,Geita,Bugulula,KASOTA,1742,35,50
GEITA,Geita,Bugulula,NYAMILYANGO,891,14,64
GEITA,Geita,Bugulula,NYANSALWA,527,11,48
GEITA,Geita,Nyawilimilwa,KIBWELA,1597,15,106
GEITA,Geita,Nyawilimilwa,NYAWILIMILWA,4320,47,92
GEITA,Geita,Kagu,BUHANGIZI,1588,29,55
GEITA,Geita,Kagu,KAGULUMULWINA,1207,21,57
GEITA,Geita,Kagu,LWEMO,724,11,66
GEITA,Geita,Kagu,NYAMIGANA,573,14,41
GEITA,Geita,Nkome,IHUMILO,1531,34,45
GEITA,Geita,Nkome,MAKURUGUSI,1271,24,53
GEITA,Geita,Nkome,MHARAMBA,1242,20,62
GEITA,Geita,Nkome,MNYALA,618,16,39
GEITA,Geita,Nkome,MWAL0NI,2114,37,57
GEITA,Geita,Nkome,NKOME,1133,33,34
GEITA,Geita,Nkome,NYAMALELE,664,16,42
GEITA,Geita,Izumacheli,BUTWA,346,9,38
GEITA,Geita,Izumacheli,IZUMACHELI,661,14,47
GEITA,Geita,Katoma,ITALE,606,12,51
GEITA,Geita,Katoma,KATOMA,772,12,64
GEITA,Geita,Katoma,NYAKAZEZE,577,14,41
GEITA,Geita,Katoma,NYAMBAYA,609,15,41
GEITA,Geita,Nyamboge,CHELAMENO,646,11,59
GEITA,Geita,Nyamboge,NJINGAMI,705,14,50
GEITA,Geita,Nyamboge,NYAMBOGE,1468,19,77
GEITA,Geita,Nyamboge,LUKAYA,296,5,59
GEITA,Geita,Nzera,BUGANDO,1022,25,41
GEITA,Geita,Nzera,FULWE,1744,34,51
GEITA,Geita,Nzera,IGATE,1397,23,61
GEITA,Geita,Nzera,KAPAPANI,374,14,27
GEITA,Geita,Nzera,NZERA,1089,56,19
GEITA,Geita,Lwenzera,BWEYA,427,11,39
GEITA,Geita,Lwenzera,IDOSELO,556,23,24
GEITA,Geita,Lwenzera,LUTELANGOMA,1411,27,52
GEITA,Geita,Lwenzera,LWEZERA,1278,29,44
GEITA,Geita,Lwenzera,MEMBE,430,13,33
GEITA,Geita,Lwenzera,NYALUBANGA,1404,25,56
GEITA,Geita,Senga,BULIGI,1361,23,59
GEITA,Geita,Senga,CHANIKA,907,17,53
GEITA,Geita,Senga,KASENI,688,12,57
GEITA,Geita,Senga,LWENAZI,1023,15,68
GEITA,Geita,Senga,SENGA,770,18,43
GEITA,Geita,Senga,SONGAMBELE,750,9,83
GEITA,Geita,Kakubilo,KABAYOLE,855,15,57
GEITA,Geita,Kakubilo,KAKUBILO,2339,45,52
GEITA,Geita,Kakubilo,KAWAWA,1352,26,52
GEITA,Geita,Kakubilo,LUHARA,649,16,41
GEITA,Geita,Kakubilo,NYABALASANA,985,18,55
GEITA,Geita,Katoro,KADUDA,1368,32,43
GEITA,Geita,Katoro,KATORO,2126,41,52
GEITA,Geita,Katoro,LUTOZO,4511,97,47
GEITA,Geita,Katoro,MTONI,2524,58,44
GEITA,Geita,Katoro,UHURU,1828,35,52
GEITA,Geita,Katoro,MCHONGOMANI,703,6,117
GEITA,Geita,Ludete,IBONDO,932,17,55
GEITA,Geita,Ludete,KILIMANI,2517,51,49
GEITA,Geita,Ludete,LUDETE,4878,85,57
GEITA,Geita,Ludete,MKAPA,2386,51,47
GEITA,Geita,Nyamigota,CHIBINGO,910,21,43
GEITA,Geita,Nyamigota,INYALA,1383,45,31
GEITA,Geita,Nyamigota,NYAMIGOTA,1635,74,22
GEITA,Geita,Nyamigota,SHILABELA,477,15,32
GEITA,Geita,Lwamgasa,BUZIBA,1776,38,47
GEITA,Geita,Lwamgasa,ILANGASIKA,765,18,43
GEITA,Geita,Lwamgasa,ISENI,466,15,31
GEITA,Geita,Lwamgasa,KILOMBERO,704,18,39
GEITA,Geita,Lwamgasa,LWAMGASA,1704,29,59
GEITA,Geita,Lwamgasa,MWENGE,1912,21,91
GEITA,Geita,Lwamgasa,NYAMSENGA,732,14,52
GEITA,Geita,Lwamgasa,ISINGILO,1226,34,36
GEITA,Geita TC,Kalangalala,GEITA,1221,49,25
GEITA,Geita TC,Kalangalala,KALANGALALA,1624,42,39
GEITA,Geita TC,Kalangalala,MKOANI,1447,44,33
GEITA,Geita TC,Kalangalala,MSETO,1116,36,31
GEITA,Geita TC,Kalangalala,NYANZA,1616,52,31
GEITA,Geita TC,Buhalahala,BUHALAHALA,584,15,39
GEITA,Geita TC,Buhalahala,KIVUKONI,2381,58,41
GEITA,Geita TC,Buhalahala,MBUGANI,3034,65,47
GEITA,Geita TC,Buhalahala,MWATULOLE,3031,37,82
GEITA,Geita TC,Buhalahala,NGUZOMBILI,2685,39,69
GEITA,Geita TC,Nyankumbu,LUKARANGA,1551,28,55
GEITA,Geita TC,Nyankumbu,NYANKUMBU,2837,54,53
GEITA,Geita TC,Nyankumbu,NYANTOROTORO,1572,22,71
GEITA,Geita TC,Nyankumbu,UKOMBOZI,2445,45,54
GEITA,Geita TC,Mtakuja,MBABANI,967,14,69
GEITA,Geita TC,Mtakuja,MPOMVU,1151,21,55
GEITA,Geita TC,Mtakuja,NYAMALEMBO,571,25,23
GEITA,Geita TC,Mgusu,MGUSU,2099,14,150
GEITA,Geita TC,Mgusu,NYAKABALE,798,17,47
GEITA,Geita TC,Kasamwa,KASAMWA,1124,38,30
GEITA,Geita TC,Kasamwa,NYABUBELE,374,13,29
GEITA,Geita TC,Kasamwa,NYAKAHONGOLA,537,7,77
GEITA,Geita TC,Kasamwa,NYAMAHUNA,506,9,56
GEITA,Geita TC,Kasamwa,NYAMPA,969,36,27
GEITA,Geita TC,Kanyala,IBANDA,522,12,44
GEITA,Geita TC,Kanyala,KANYALA,556,28,20
GEITA,Geita TC,Kanyala,MRISHO,1010,26,39
GEITA,Geita TC,Kanyala,MWILIMA,367,18,20
GEITA,Geita TC,Kanyala,SIMBAGUJI,476,8,60
GEITA,Geita TC,Bung'wangoko,BUNG'WANGOKO,652,12,54
GEITA,Geita TC,Bung'wangoko,CHABULONGO,701,13,54
GEITA,Geita TC,Bung'wangoko,MKOBA,359,5,72
GEITA,Geita TC,Bung'wangoko,MSHINDE,519,8,65
GEITA,Geita TC,Bulela,BULELA,534,10,53
GEITA,Geita TC,Bulela,GAMASHI,422,7,60
GEITA,Geita TC,Bulela,IGWATA,738,11,67
GEITA,Geita TC,Shiloleli,BUMANJI,490,10,49
GEITA,Geita TC,Shiloleli,NYAMBOGO,647,8,81
GEITA,Geita TC,Shiloleli,NYASEKE,340,9,38
GEITA,Geita TC,Nyanguku,MWAGIMAGI,469,8,59
GEITA,Geita TC,Nyanguku,NYAKATO,862,7,123
GEITA,Geita TC,Nyanguku,NYANGUKU,501,10,50
GEITA,Geita TC,Nyanguku,SHINAMWENDWA,399,8,50
GEITA,Geita TC,Ihanamilo,BUNEGEZI,800,8,100
GEITA,Geita TC,Ihanamilo,IGENGE,578,6,96
GEITA,Geita TC,Ihanamilo,IKULWA,1079,13,83
GEITA,Geita TC,Ihanamilo,NYAKAHENGELE,770,7,110
GEITA,Mbogwe,Mbogwe,BWENDASEKO,178,6,30
GEITA,Mbogwe,Mbogwe,ITIMBYA,302,8,38
GEITA,Mbogwe,Mbogwe,MBOGWE,520,10,52
GEITA,Mbogwe,Mbogwe,MWANZA,310,6,52
GEITA,Mbogwe,Mbogwe,NYAMBUBI,375,8,47
GEITA,Mbogwe,Nanda,KISUMO,346,6,58
GEITA,Mbogwe,Nanda,NANDA,559,9,62
GEITA,Mbogwe,Nanda,NYAHOLONGO,624,11,57
GEITA,Mbogwe,Nanda,NYANG`HWALE,411,5,82
GEITA,Mbogwe,Ikunguigazi,BUZIGOZIGO,190,6,32
GEITA,Mbogwe,Ikunguigazi,IBAMBULA,464,9,52
GEITA,Mbogwe,Ikunguigazi,IKUNGUIGAZI,682,10,68
GEITA,Mbogwe,Ikunguigazi,KAGERA,559,7,80
GEITA,Mbogwe,Ikunguigazi,MWINGILO,405,10,41
GEITA,Mbogwe,Lulembela,KABANGA,790,7,113
GEITA,Mbogwe,Lulembela,KASHELO,652,10,65
GEITA,Mbogwe,Lulembela,LULEMBELA,1464,22,67
GEITA,Mbogwe,Lulembela,MAJENGO,1614,21,77
GEITA,Mbogwe,Lulembela,NYIKONGA,448,6,75
GEITA,Mbogwe,Lulembela,BUGOMBA,801,10,80
GEITA,Mbogwe,Nyasato,BULILILA,271,5,54
GEITA,Mbogwe,Nyasato,BULUGALA,701,14,50
GEITA,Mbogwe,Nyasato,ISUNGABULA,604,7,86
GEITA,Mbogwe,Nyasato,KASAKA,310,6,52
GEITA,Mbogwe,Nyasato,MLANGE,435,7,62
GEITA,Mbogwe,Nyasato,NYASATO,353,7,50
GEITA,Mbogwe,Nyasato,SONGAMBELE,198,1,198
GEITA,Mbogwe,Ilolangulu,ILOLANGULU,1103,11,100
GEITA,Mbogwe,Ilolangulu,KAKOLA MBOGWE,606,8,76
GEITA,Mbogwe,Ilolangulu,MSENDAMILA,413,7,59
GEITA,Mbogwe,Ilolangulu,MUBAMBA,554,8,69
GEITA,Mbogwe,Ikobe,BUGALAGALA,843,10,84
GEITA,Mbogwe,Ikobe,BUSABAGA,432,7,62
GEITA,Mbogwe,Ikobe,IKOBE,660,11,60
GEITA,Mbogwe,Ikobe,ISHIGAMVA,396,8,50
GEITA,Mbogwe,Isebya,ISEBYA,731,8,91
GEITA,Mbogwe,Isebya,KISEKE,363,5,73
GEITA,Mbogwe,Isebya,MUGELELE,389,7,56
GEITA,Mbogwe,Isebya,NYASHINGE,509,8,64
GEITA,Mbogwe,Ngemo,IVUMWA,357,4,89
GEITA,Mbogwe,Ngemo,NGEMO,912,7,130
GEITA,Mbogwe,Ngemo,NYITUNDU,419,7,60
GEITA,Mbogwe,Ngemo,BWENDAMWIZO,457,6,76
GEITA,Mbogwe,Ngemo,ISENENGEJA,130,1,130
GEITA,Mbogwe,Ushirika,BUTIMBA,514,8,64
GEITA,Mbogwe,Ushirika,BUZIGULA,564,7,81
GEITA,Mbogwe,Ushirika,USHETU,371,7,53
GEITA,Mbogwe,Ushirika,MLALE,387,8,48
GEITA,Mbogwe,Bunigonzi,BUNIGONZI,444,10,44
GEITA,Mbogwe,Bunigonzi,MWABUKWALULE,289,6,48
GEITA,Mbogwe,Bunigonzi,NGEZI,254,6,42
GEITA,Mbogwe,Masumbwe,BUDODA,605,9,67
GEITA,Mbogwe,Masumbwe,ILANGALE,733,16,46
GEITA,Mbogwe,Masumbwe,MASUMBWE,825,28,29
GEITA,Mbogwe,Masumbwe,MKAPA,865,23,38
GEITA,Mbogwe,Masumbwe,MUUNGANO,786,27,29
GEITA,Mbogwe,Masumbwe,NYAKASALUMA,503,14,36
GEITA,Mbogwe,Masumbwe,SHENDA,445,13,34
GEITA,Mbogwe,Nyakafulu,KASANDALALA,2422,38,64
GEITA,Mbogwe,Nyakafulu,LUBEHO,479,16,30
GEITA,Mbogwe,Nyakafulu,NYAKAFULU,333,14,24
GEITA,Mbogwe,Nyakafulu,NYERERE,1033,28,37
GEITA,Mbogwe,Nyakafulu,UHURU,1056,30,35
GEITA,Mbogwe,Nhomolwa,NHOMOLWA,359,10,36
